meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.18149496 ,0.07292470 ,0.19798960 ,0.12908146 ,0.24506066 ,0.11597920 ,1.01715262 ,3.09469898 ,0.94086529 ,0.60760218 ,0.24506066 ,0.18149496 ,0.12016461 ,0.04010025 ,0.21621622 ,0.59814453 ,0.03906250 ,3.63281250 ,3.59375000 ,0.17144928 ,male
0.19227538 ,0.06081782 ,0.21913044 ,0.13095182 ,0.24249119 ,0.11153937 ,1.89199927 ,6.68000856 ,0.91524931 ,0.46175089 ,0.24446534 ,0.19227538 ,0.11454387 ,0.01661475 ,0.21052632 ,0.51868207 ,0.03125000 ,4.16406250 ,4.13281250 ,0.11849115 ,male
0.20308276 ,0.05887599 ,0.23285714 ,0.13428571 ,0.24714286 ,0.11285714 ,2.85892108 ,12.34421404 ,0.85259394 ,0.32057657 ,0.24642857 ,0.20308276 ,0.10887060 ,0.02342606 ,0.15533981 ,0.43750000 ,0.21875000 ,0.73437500 ,0.51562500 ,0.29629630 ,male
0.16685756 ,0.07682867 ,0.20206186 ,0.11209622 ,0.22852234 ,0.11642612 ,1.97115441 ,7.12182644 ,0.93718244 ,0.62436278 ,0.21601375 ,0.16685756 ,0.09524553 ,0.01656315 ,0.14285714 ,0.31054688 ,0.15625000 ,0.73437500 ,0.57812500 ,0.30000000 ,male
0.18739106 ,0.05965863 ,0.20284605 ,0.12569211 ,0.23580854 ,0.11011643 ,1.72260590 ,6.69379871 ,0.92324204 ,0.46403097 ,0.23254851 ,0.18739106 ,0.09869416 ,0.02797203 ,0.14159292 ,0.32440476 ,0.16406250 ,0.59375000 ,0.42968750 ,0.32454546 ,male
0.19408820 ,0.06137912 ,0.21646586 ,0.12763052 ,0.24682731 ,0.11919679 ,1.49031528 ,4.32114483 ,0.88923049 ,0.36443524 ,0.24963855 ,0.19408820 ,0.10924955 ,0.03678161 ,0.23188406 ,0.49579327 ,0.11718750 ,2.16406250 ,2.04687500 ,0.19274809 ,male
0.18590816 ,0.06235894 ,0.19843220 ,0.13317797 ,0.24203390 ,0.10885593 ,1.39627330 ,5.49399242 ,0.93429772 ,0.52162416 ,0.26012712 ,0.18590816 ,0.11306951 ,0.02043423 ,0.19512195 ,0.69651442 ,0.14062500 ,5.41406250 ,5.27343750 ,0.16568889 ,male
0.17802757 ,0.07054790 ,0.19000000 ,0.12743590 ,0.24282051 ,0.11538462 ,2.14979457 ,9.17419980 ,0.94583610 ,0.63770759 ,0.25179487 ,0.17802757 ,0.11611280 ,0.02010050 ,0.27586207 ,0.98385417 ,0.03125000 ,5.10937500 ,5.07812500 ,0.22519894 ,male
0.18795207 ,0.06585515 ,0.20305949 ,0.13206799 ,0.24509915 ,0.11303116 ,1.48065652 ,5.01831928 ,0.93445423 ,0.58242646 ,0.24390935 ,0.18795207 ,0.11137486 ,0.01970443 ,0.18181818 ,0.51973684 ,0.06250000 ,2.84375000 ,2.78125000 ,0.17602996 ,male
0.19169543 ,0.05899758 ,0.20751566 ,0.14029228 ,0.24083507 ,0.10054280 ,1.21715129 ,4.13662608 ,0.91191707 ,0.39477651 ,0.21102297 ,0.19169543 ,0.11274358 ,0.06060606 ,0.14678899 ,1.31550481 ,0.21875000 ,4.59375000 ,4.37500000 ,0.34613095 ,male
0.18974898 ,0.06809079 ,0.21470356 ,0.12801054 ,0.24974967 ,0.12173913 ,1.63148741 ,5.46688931 ,0.92329432 ,0.52186913 ,0.25270092 ,0.18974898 ,0.11614738 ,0.02406015 ,0.23188406 ,0.75223214 ,0.14062500 ,3.64062500 ,3.50000000 ,0.25725446 ,male
0.18840836 ,0.06727111 ,0.20729089 ,0.12898876 ,0.24749064 ,0.11850187 ,1.24439835 ,3.85258191 ,0.93355189 ,0.55629527 ,0.25063670 ,0.18840836 ,0.11173620 ,0.01637666 ,0.23188406 ,0.80326705 ,0.17187500 ,5.41406250 ,5.24218750 ,0.20005677 ,male
0.18221902 ,0.06171299 ,0.18997783 ,0.13472284 ,0.23095344 ,0.09623060 ,1.04864211 ,3.55394147 ,0.93216904 ,0.54792373 ,0.22350333 ,0.18221902 ,0.11238136 ,0.07239819 ,0.16666667 ,0.63281250 ,0.13281250 ,4.23437500 ,4.10156250 ,0.20831169 ,male
0.18705474 ,0.06307773 ,0.20524590 ,0.12983607 ,0.24000000 ,0.11016393 ,1.53486965 ,5.56696973 ,0.93514330 ,0.55124604 ,0.23147541 ,0.18705474 ,0.11085800 ,0.01877934 ,0.27586207 ,0.80842391 ,0.13281250 ,5.28125000 ,5.14843750 ,0.19533729 ,male
0.17677540 ,0.06790575 ,0.19632600 ,0.12496766 ,0.23001294 ,0.10504528 ,1.76871368 ,7.37554422 ,0.94815604 ,0.66793248 ,0.21588616 ,0.17677540 ,0.11334922 ,0.01682440 ,0.23188406 ,0.79017857 ,0.08593750 ,4.87500000 ,4.78906250 ,0.21729201 ,male
0.15361034 ,0.08468513 ,0.14307692 ,0.08923077 ,0.23230769 ,0.14307692 ,1.40121802 ,5.00432221 ,0.94608268 ,0.68319682 ,0.11538462 ,0.15361034 ,0.11540981 ,0.04188482 ,0.14035088 ,0.28046875 ,0.12500000 ,0.56250000 ,0.43750000 ,0.22420635 ,male
0.18729927 ,0.06445458 ,0.19858462 ,0.13095385 ,0.24726154 ,0.11630769 ,1.27884884 ,4.11326715 ,0.92266043 ,0.48592817 ,0.13440000 ,0.18729927 ,0.12001554 ,0.04071247 ,0.23529412 ,1.06901042 ,0.14062500 ,5.77343750 ,5.63281250 ,0.28816187 ,male
0.15727199 ,0.07221519 ,0.15314917 ,0.10158379 ,0.22482505 ,0.12324125 ,1.91562790 ,7.56027480 ,0.96156438 ,0.76633426 ,0.22585635 ,0.15727199 ,0.10510166 ,0.02328967 ,0.19512195 ,0.33958333 ,0.14843750 ,0.72656250 ,0.57812500 ,0.31563707 ,male
0.18314169 ,0.07064185 ,0.19970149 ,0.12805970 ,0.24537313 ,0.11731343 ,1.54743840 ,6.13841087 ,0.94522519 ,0.62338833 ,0.25522388 ,0.18314169 ,0.11588871 ,0.01920768 ,0.27118644 ,0.69591346 ,0.13281250 ,4.46093750 ,4.32812500 ,0.23061372 ,male
0.20138742 ,0.05999147 ,0.22312500 ,0.13617188 ,0.24664063 ,0.11046875 ,1.68702788 ,5.38992769 ,0.88365435 ,0.29967044 ,0.24390625 ,0.20138742 ,0.10515561 ,0.01604814 ,0.13675214 ,0.56529018 ,0.17187500 ,2.77343750 ,2.60156250 ,0.18687919 ,male
0.18623786 ,0.05885655 ,0.20044280 ,0.13250923 ,0.23428044 ,0.10177122 ,1.29145880 ,4.55872327 ,0.92950197 ,0.47905009 ,0.22782288 ,0.18623786 ,0.11104883 ,0.01661475 ,0.27586207 ,0.35000000 ,0.11718750 ,2.66406250 ,2.54687500 ,0.10429448 ,male
0.19441417 ,0.06380027 ,0.21460776 ,0.13280433 ,0.24768260 ,0.11487827 ,1.50619177 ,4.89822204 ,0.92313112 ,0.48268523 ,0.24869252 ,0.19441417 ,0.11845552 ,0.02339181 ,0.25000000 ,0.63984375 ,0.10156250 ,6.60156250 ,6.50000000 ,0.11998508 ,male
0.18711450 ,0.06823025 ,0.20558904 ,0.13041096 ,0.24778082 ,0.11736986 ,1.25724558 ,3.97715902 ,0.93456176 ,0.54549578 ,0.24522374 ,0.18711450 ,0.11107520 ,0.01696713 ,0.21621622 ,0.42395833 ,0.00781250 ,3.75781250 ,3.75000000 ,0.11163793 ,male
0.18090987 ,0.06245817 ,0.18217949 ,0.13461539 ,0.22974359 ,0.09512821 ,0.91131825 ,3.41486311 ,0.94017276 ,0.55479901 ,0.22211539 ,0.18090987 ,0.11597459 ,0.03712297 ,0.23529412 ,0.98115809 ,0.10156250 ,6.68750000 ,6.58593750 ,0.21344899 ,male
0.18857533 ,0.06086219 ,0.20421260 ,0.13448819 ,0.24059055 ,0.10610236 ,1.73356839 ,6.97725471 ,0.92836524 ,0.49491460 ,0.24114173 ,0.18857533 ,0.11904302 ,0.05387205 ,0.16842105 ,0.68945313 ,0.14062500 ,4.35937500 ,4.21875000 ,0.20973937 ,male
0.19289867 ,0.05798551 ,0.20551456 ,0.13891262 ,0.24384466 ,0.10493204 ,1.13992636 ,3.83064382 ,0.92558349 ,0.41458231 ,0.24493204 ,0.19289867 ,0.11963307 ,0.01977750 ,0.26666667 ,0.92187500 ,0.00781250 ,4.86718750 ,4.85937500 ,0.17464571 ,male
0.19097037 ,0.06032938 ,0.20733985 ,0.13467970 ,0.24017372 ,0.10549403 ,1.03320505 ,3.32249313 ,0.92615368 ,0.42231612 ,0.21554832 ,0.19097037 ,0.11339779 ,0.03800475 ,0.18604651 ,0.72781250 ,0.00781250 ,5.61718750 ,5.60937500 ,0.18320566 ,male
0.18709286 ,0.06056482 ,0.19367047 ,0.13657423 ,0.23706362 ,0.10048940 ,1.15430842 ,4.90097769 ,0.93558109 ,0.53170442 ,0.22427406 ,0.18709286 ,0.10164571 ,0.02657807 ,0.15841584 ,1.05606618 ,0.14843750 ,5.07812500 ,4.92968750 ,0.17670365 ,male
0.18190262 ,0.06260001 ,0.17360676 ,0.13408926 ,0.24453559 ,0.11044632 ,1.33849471 ,4.77308304 ,0.93500435 ,0.52451680 ,0.25568154 ,0.18190262 ,0.12029422 ,0.04199475 ,0.22857143 ,0.55876359 ,0.00781250 ,4.32812500 ,4.32031250 ,0.09214204 ,male
0.16036261 ,0.07851246 ,0.16382979 ,0.10500000 ,0.23060284 ,0.12560284 ,1.28438490 ,5.05484299 ,0.97019194 ,0.77389192 ,0.21719858 ,0.16036261 ,0.11417016 ,0.02318841 ,0.27586207 ,0.68649194 ,0.02343750 ,4.35156250 ,4.32812500 ,0.19711191 ,male
0.19052631 ,0.06094673 ,0.20176915 ,0.13592233 ,0.24496224 ,0.10903991 ,1.10575430 ,3.89503861 ,0.93347714 ,0.47560751 ,0.23952535 ,0.19052631 ,0.11236044 ,0.02127660 ,0.26666667 ,0.96031250 ,0.14062500 ,4.89062500 ,4.75000000 ,0.24952029 ,male
0.18301821 ,0.06024237 ,0.18263711 ,0.13558927 ,0.23948658 ,0.10389732 ,1.24640736 ,4.48330930 ,0.93098487 ,0.50040477 ,0.14571762 ,0.18301821 ,0.11602844 ,0.03970223 ,0.21333333 ,0.52038044 ,0.00781250 ,3.27343750 ,3.26562500 ,0.15789474 ,male
0.19044298 ,0.06137541 ,0.20727273 ,0.13272727 ,0.24327273 ,0.11054546 ,1.30923710 ,4.27579396 ,0.92080638 ,0.45301606 ,0.13745455 ,0.19044298 ,0.12020841 ,0.01995013 ,0.23880597 ,0.75967262 ,0.13281250 ,4.51562500 ,4.38281250 ,0.17959002 ,male
0.19594684 ,0.06327133 ,0.21407595 ,0.13432911 ,0.25306329 ,0.11873418 ,1.29897258 ,4.01668072 ,0.92174699 ,0.46169113 ,0.23534177 ,0.19594684 ,0.11925522 ,0.02919708 ,0.21052632 ,0.50967262 ,0.12500000 ,4.10937500 ,3.98437500 ,0.08235294 ,male
0.19461065 ,0.06249742 ,0.22265060 ,0.13033954 ,0.24841183 ,0.11807229 ,2.65191623 ,11.50690199 ,0.89387838 ,0.38532539 ,0.24810515 ,0.19461065 ,0.11288887 ,0.03827751 ,0.14414414 ,0.73531250 ,0.12500000 ,5.42968750 ,5.30468750 ,0.19010800 ,male
0.19360470 ,0.06131643 ,0.22128250 ,0.13053726 ,0.24651646 ,0.11597920 ,2.05824571 ,7.46075979 ,0.89768023 ,0.42810630 ,0.22807626 ,0.19360470 ,0.12609423 ,0.04134367 ,0.27118644 ,0.79687500 ,0.00781250 ,4.51562500 ,4.50781250 ,0.11530907 ,male
0.18641112 ,0.06473782 ,0.20423077 ,0.13653846 ,0.23730769 ,0.10076923 ,1.61580879 ,5.46115343 ,0.92153100 ,0.50147741 ,0.23038462 ,0.18641112 ,0.12183610 ,0.02240896 ,0.23188406 ,0.80546875 ,0.14843750 ,3.80468750 ,3.65625000 ,0.30870445 ,male
0.19380084 ,0.05863747 ,0.20910152 ,0.13428238 ,0.24406068 ,0.10977830 ,1.94874251 ,8.47027787 ,0.91536433 ,0.40935646 ,0.24406068 ,0.19380084 ,0.11004164 ,0.02610114 ,0.16666667 ,0.76596467 ,0.16406250 ,6.93750000 ,6.77343750 ,0.15072874 ,male
0.16728142 ,0.07712153 ,0.19205543 ,0.11316397 ,0.23624326 ,0.12307929 ,1.83698264 ,6.50852190 ,0.95479493 ,0.70234853 ,0.22093918 ,0.16728142 ,0.11115728 ,0.01871345 ,0.22222222 ,1.09526910 ,0.02343750 ,5.85156250 ,5.82812500 ,0.26690923 ,male
0.18810033 ,0.05573537 ,0.20602791 ,0.13049302 ,0.22946977 ,0.09897674 ,1.53840560 ,5.14575291 ,0.91432537 ,0.39867361 ,0.22269767 ,0.18810033 ,0.10846986 ,0.02130493 ,0.14545455 ,0.49322917 ,0.12500000 ,4.73437500 ,4.60937500 ,0.10520164 ,male
0.18606423 ,0.05693335 ,0.20796117 ,0.12831068 ,0.22671845 ,0.09840777 ,2.22223694 ,8.96845173 ,0.91217638 ,0.41608470 ,0.22644660 ,0.18606423 ,0.10901119 ,0.03940887 ,0.16494845 ,0.48102679 ,0.00781250 ,2.71875000 ,2.71093750 ,0.18187640 ,male
0.18682371 ,0.05716204 ,0.19836228 ,0.13965261 ,0.23344913 ,0.09379653 ,1.02193995 ,3.75330587 ,0.93272647 ,0.46521780 ,0.22962779 ,0.18682371 ,0.10553324 ,0.03252033 ,0.23880597 ,1.32563921 ,0.11718750 ,6.44531250 ,6.32812500 ,0.32310406 ,male
0.19414334 ,0.06547739 ,0.22414508 ,0.13056995 ,0.24373057 ,0.11316062 ,1.89604008 ,6.59243374 ,0.89226364 ,0.44386748 ,0.23284974 ,0.19414334 ,0.10937211 ,0.02213001 ,0.26666667 ,0.27500000 ,0.14062500 ,0.50000000 ,0.35937500 ,0.35265701 ,male
0.18885973 ,0.05715101 ,0.20840909 ,0.12833333 ,0.23439394 ,0.10606061 ,1.72026314 ,5.76559375 ,0.91395993 ,0.41360353 ,0.23280303 ,0.18885973 ,0.10411372 ,0.01604814 ,0.27118644 ,0.58512931 ,0.12500000 ,4.08593750 ,3.96093750 ,0.11792054 ,male
0.17592910 ,0.06722837 ,0.17623329 ,0.12758202 ,0.23270960 ,0.10512758 ,1.37886538 ,4.79894156 ,0.94162529 ,0.59804090 ,0.21944107 ,0.17592910 ,0.10461242 ,0.02110818 ,0.16000000 ,0.78770380 ,0.00781250 ,6.00000000 ,5.99218750 ,0.18703331 ,male
0.19322899 ,0.06032036 ,0.21212121 ,0.13545455 ,0.24181818 ,0.10636364 ,1.10341831 ,3.59900765 ,0.93027093 ,0.47964110 ,0.23484849 ,0.19322899 ,0.11011394 ,0.01754386 ,0.22857143 ,0.93125000 ,0.14843750 ,6.59375000 ,6.44531250 ,0.21348485 ,male
0.19007164 ,0.06071475 ,0.20991696 ,0.13418743 ,0.23748517 ,0.10329775 ,1.67208509 ,5.93834843 ,0.92207507 ,0.48080127 ,0.22120996 ,0.19007164 ,0.10655720 ,0.01862631 ,0.22222222 ,0.67425272 ,0.18750000 ,5.50781250 ,5.32031250 ,0.12595114 ,male
0.19083691 ,0.06108016 ,0.21261585 ,0.13183857 ,0.24023916 ,0.10840060 ,1.44514625 ,5.12711274 ,0.92110426 ,0.47903763 ,0.23772795 ,0.19083691 ,0.11024419 ,0.04102564 ,0.24615385 ,0.58463542 ,0.12500000 ,3.57031250 ,3.44531250 ,0.16486595 ,male
0.19463941 ,0.06005856 ,0.21396532 ,0.13142197 ,0.24504046 ,0.11361850 ,1.32871521 ,4.34930870 ,0.91349027 ,0.39726589 ,0.21817341 ,0.19463941 ,0.11531108 ,0.02627258 ,0.23188406 ,0.53287760 ,0.12500000 ,4.82031250 ,4.69531250 ,0.11574911 ,male
0.17645706 ,0.07776440 ,0.20463551 ,0.12194393 ,0.24598131 ,0.12403738 ,1.82134155 ,5.60428288 ,0.93079525 ,0.62739812 ,0.24284112 ,0.17645706 ,0.11656939 ,0.01990050 ,0.20253165 ,0.88002232 ,0.12500000 ,4.95312500 ,4.82812500 ,0.26362957 ,male
0.19928069 ,0.05961035 ,0.22257173 ,0.13598300 ,0.25143464 ,0.11545165 ,1.71062407 ,5.87306925 ,0.90751389 ,0.35363387 ,0.26333688 ,0.19928069 ,0.11358632 ,0.03361345 ,0.25000000 ,0.92548077 ,0.12500000 ,5.66406250 ,5.53906250 ,0.22764457 ,male
0.17965912 ,0.07389345 ,0.19219653 ,0.13109827 ,0.24722543 ,0.11612717 ,1.30699110 ,4.10810219 ,0.94274328 ,0.63473867 ,0.14606936 ,0.17965912 ,0.10109810 ,0.01596806 ,0.16000000 ,0.31455592 ,0.00781250 ,0.62500000 ,0.61718750 ,0.30731364 ,male
0.19460631 ,0.05938133 ,0.21730640 ,0.13387205 ,0.24181818 ,0.10794613 ,1.69308433 ,6.29015699 ,0.90132759 ,0.38484018 ,0.21730640 ,0.19460631 ,0.11026494 ,0.04407714 ,0.16666667 ,0.59228516 ,0.13281250 ,4.30468750 ,4.17187500 ,0.15830212 ,male
0.20498183 ,0.06131620 ,0.23400966 ,0.13323672 ,0.25497585 ,0.12173913 ,1.85001159 ,5.70642620 ,0.86733793 ,0.28376223 ,0.24956522 ,0.20498183 ,0.12014731 ,0.01816118 ,0.23188406 ,0.40838068 ,0.14843750 ,0.79687500 ,0.64843750 ,0.31204819 ,male
0.19642526 ,0.05882238 ,0.21867435 ,0.13838617 ,0.24167147 ,0.10328530 ,2.26850316 ,9.74776946 ,0.89265068 ,0.35877152 ,0.21827089 ,0.19642526 ,0.11852622 ,0.04123711 ,0.22222222 ,0.95230263 ,0.12500000 ,6.64843750 ,6.52343750 ,0.21809714 ,male
0.19098261 ,0.06041938 ,0.21027778 ,0.12888889 ,0.23944444 ,0.11055556 ,1.35890787 ,4.39438280 ,0.92276002 ,0.46158071 ,0.21027778 ,0.19098261 ,0.10283466 ,0.01836969 ,0.25806452 ,0.45675223 ,0.11718750 ,2.83593750 ,2.71875000 ,0.14697744 ,male
0.19381234 ,0.05907903 ,0.21239804 ,0.13337684 ,0.24026101 ,0.10688418 ,1.66826491 ,6.63497348 ,0.90869002 ,0.39155108 ,0.22929853 ,0.19381234 ,0.10731465 ,0.05194805 ,0.13913044 ,0.94393382 ,0.21093750 ,4.64843750 ,4.43750000 ,0.22381162 ,male
0.18230646 ,0.06366417 ,0.20239130 ,0.12326087 ,0.23536232 ,0.11210145 ,2.87149630 ,14.27629367 ,0.92185996 ,0.58052370 ,0.23536232 ,0.18230646 ,0.10797370 ,0.02946593 ,0.23188406 ,0.67075893 ,0.13281250 ,4.26562500 ,4.13281250 ,0.18176531 ,male
0.18689803 ,0.05679721 ,0.21324324 ,0.12540541 ,0.22918919 ,0.10378378 ,2.58922413 ,10.73694749 ,0.89689020 ,0.38398453 ,0.21837838 ,0.18689803 ,0.11469606 ,0.02266289 ,0.27118644 ,0.87918527 ,0.12500000 ,5.41406250 ,5.28906250 ,0.23010012 ,male
0.18961157 ,0.05954982 ,0.21029787 ,0.12570213 ,0.24425532 ,0.11855319 ,2.17417465 ,8.06748673 ,0.89365904 ,0.40475986 ,0.24723404 ,0.18961157 ,0.10950627 ,0.02877698 ,0.16000000 ,0.88581731 ,0.14843750 ,4.96093750 ,4.81250000 ,0.22984307 ,male
0.18608481 ,0.06299678 ,0.20078431 ,0.12862745 ,0.24392157 ,0.11529412 ,1.52414516 ,6.08822239 ,0.93365231 ,0.53586284 ,0.25215686 ,0.18608481 ,0.10113027 ,0.02370370 ,0.18181818 ,0.56455592 ,0.14062500 ,3.33593750 ,3.19531250 ,0.15539256 ,male
0.19213397 ,0.06048036 ,0.22000000 ,0.13103448 ,0.24206897 ,0.11103448 ,2.74990494 ,12.80478287 ,0.87600279 ,0.36272399 ,0.24137931 ,0.19213397 ,0.12461925 ,0.10738255 ,0.20512821 ,0.40696023 ,0.14062500 ,0.78125000 ,0.64062500 ,0.44634146 ,male
0.16641608 ,0.07902302 ,0.19368243 ,0.11304054 ,0.23246622 ,0.11942568 ,2.18380539 ,8.30671031 ,0.94572338 ,0.65924772 ,0.23199324 ,0.16641608 ,0.10986480 ,0.01635992 ,0.22535211 ,1.24952652 ,0.04687500 ,6.60156250 ,6.55468750 ,0.20701728 ,male
0.19961452 ,0.05987030 ,0.22197368 ,0.13769737 ,0.24453947 ,0.10684211 ,1.52091227 ,5.16977930 ,0.90879587 ,0.39224140 ,0.22289474 ,0.19961452 ,0.11038483 ,0.02476780 ,0.15094340 ,0.65820313 ,0.13281250 ,4.64843750 ,4.51562500 ,0.11683968 ,male
0.12945253 ,0.08085998 ,0.11312187 ,0.06030050 ,0.21455760 ,0.15425710 ,0.32603303 ,2.26943222 ,0.96862310 ,0.75829739 ,0.21502504 ,0.12945253 ,0.10621749 ,0.01853998 ,0.13793103 ,0.65917969 ,0.07031250 ,5.10156250 ,5.03125000 ,0.15496894 ,male
0.18310987 ,0.07092494 ,0.19451327 ,0.13349558 ,0.24623894 ,0.11274336 ,1.37206452 ,4.55438650 ,0.94621729 ,0.63712345 ,0.24376106 ,0.18310987 ,0.12086769 ,0.03738318 ,0.25396825 ,0.69687500 ,0.00781250 ,5.82031250 ,5.81250000 ,0.10534274 ,male
0.19505192 ,0.05941124 ,0.21538462 ,0.13603239 ,0.24429150 ,0.10825911 ,1.40323424 ,4.60549742 ,0.92098880 ,0.41924757 ,0.23267207 ,0.19505192 ,0.11548946 ,0.03911980 ,0.23188406 ,0.89149306 ,0.13281250 ,6.69531250 ,6.56250000 ,0.16597985 ,male
0.19498378 ,0.06056014 ,0.21367478 ,0.13372599 ,0.24629962 ,0.11257362 ,1.84931359 ,7.31102760 ,0.91456076 ,0.43833296 ,0.25956466 ,0.19498378 ,0.11429092 ,0.04519774 ,0.15533981 ,0.35825893 ,0.15625000 ,0.66406250 ,0.50781250 ,0.38384615 ,male
0.18312477 ,0.05982008 ,0.20235988 ,0.13297935 ,0.22755162 ,0.09457227 ,2.12030547 ,8.97459192 ,0.92589010 ,0.52851962 ,0.22589971 ,0.18312477 ,0.11416826 ,0.03493450 ,0.18390805 ,0.62729779 ,0.15625000 ,5.10156250 ,4.94531250 ,0.15860980 ,male
0.18651117 ,0.07486802 ,0.20772798 ,0.12809892 ,0.25143740 ,0.12333849 ,1.67135249 ,6.05899623 ,0.94248048 ,0.64031079 ,0.27047913 ,0.18651117 ,0.11844928 ,0.01608040 ,0.22535211 ,0.89019097 ,0.18750000 ,4.46875000 ,4.28125000 ,0.19901245 ,male
0.18630726 ,0.06901309 ,0.20028329 ,0.13365439 ,0.25104816 ,0.11739377 ,1.79433615 ,6.68746707 ,0.92454441 ,0.53361680 ,0.14158640 ,0.18630726 ,0.10930814 ,0.01836969 ,0.20512821 ,0.88281250 ,0.00781250 ,6.99218750 ,6.98437500 ,0.17431022 ,male
0.18774013 ,0.05673565 ,0.20943548 ,0.12983871 ,0.22806452 ,0.09822581 ,2.08250198 ,7.92682084 ,0.89756766 ,0.38604678 ,0.22524194 ,0.18774013 ,0.11419062 ,0.04289544 ,0.18181818 ,0.39362981 ,0.20312500 ,1.13281250 ,0.92968750 ,0.32282913 ,male
0.18861054 ,0.07079888 ,0.19924765 ,0.13297806 ,0.25893417 ,0.12595611 ,2.81570244 ,12.36788815 ,0.91156252 ,0.53318423 ,0.26244514 ,0.18861054 ,0.11781268 ,0.01791713 ,0.16842105 ,0.29549632 ,0.13281250 ,0.67187500 ,0.53906250 ,0.32427536 ,male
0.18712695 ,0.05957713 ,0.20951724 ,0.13227586 ,0.23365517 ,0.10137931 ,1.87989965 ,6.76188967 ,0.91431129 ,0.48224559 ,0.22882759 ,0.18712695 ,0.11009915 ,0.06274510 ,0.15533981 ,0.54687500 ,0.16406250 ,2.62500000 ,2.46093750 ,0.23301587 ,male
0.18949868 ,0.06154544 ,0.21033882 ,0.12956438 ,0.24286544 ,0.11330107 ,1.61148201 ,6.02226577 ,0.92232182 ,0.44390652 ,0.23744434 ,0.18949868 ,0.11524102 ,0.02787456 ,0.23188406 ,0.68973214 ,0.00781250 ,4.72656250 ,4.71875000 ,0.15550650 ,male
0.17861841 ,0.07288493 ,0.20560976 ,0.12585366 ,0.24000000 ,0.11414634 ,1.67956747 ,5.84887311 ,0.94048346 ,0.60245032 ,0.20975610 ,0.17861841 ,0.11113336 ,0.01604814 ,0.16000000 ,0.98462702 ,0.03125000 ,6.67968750 ,6.64843750 ,0.21536529 ,male
0.17561417 ,0.06297994 ,0.20000000 ,0.11966102 ,0.22000000 ,0.10033898 ,2.62343636 ,11.39969186 ,0.92251057 ,0.55808821 ,0.21830509 ,0.17561417 ,0.10782358 ,0.04000000 ,0.15094340 ,1.00067935 ,0.15625000 ,5.13281250 ,4.97656250 ,0.15684316 ,male
0.19478094 ,0.05761458 ,0.20701124 ,0.14157303 ,0.24287640 ,0.10130337 ,1.21502734 ,4.16596403 ,0.91319940 ,0.38189816 ,0.13905618 ,0.19478094 ,0.11278271 ,0.02053915 ,0.15238095 ,0.43033854 ,0.22656250 ,0.79687500 ,0.57031250 ,0.36737235 ,male
0.17709621 ,0.06033462 ,0.18338028 ,0.13211268 ,0.22084507 ,0.08873239 ,0.89142451 ,3.17284781 ,0.94010565 ,0.58504196 ,0.20572770 ,0.17709621 ,0.10949461 ,0.01582592 ,0.16666667 ,0.36718750 ,0.15625000 ,0.66406250 ,0.50781250 ,0.78076923 ,male
0.18484830 ,0.05803480 ,0.20102564 ,0.13282051 ,0.22974359 ,0.09692308 ,0.84498510 ,2.70012854 ,0.92004847 ,0.45282271 ,0.21538462 ,0.18484830 ,0.11704508 ,0.05797101 ,0.15384615 ,0.57271635 ,0.14843750 ,3.57031250 ,3.42187500 ,0.21232877 ,male
0.18620793 ,0.06567402 ,0.21346939 ,0.12653061 ,0.24040816 ,0.11387755 ,1.58286098 ,5.26609408 ,0.91496392 ,0.47830689 ,0.23265306 ,0.18620793 ,0.11690380 ,0.03501094 ,0.19753086 ,1.38774671 ,0.18750000 ,5.25781250 ,5.07031250 ,0.26082863 ,male
0.16502646 ,0.07715285 ,0.16193265 ,0.11765739 ,0.23449488 ,0.11683748 ,1.08053638 ,3.79985621 ,0.96032299 ,0.71765187 ,0.24474378 ,0.16502646 ,0.12641509 ,0.05460751 ,0.26666667 ,0.77097040 ,0.03906250 ,3.25781250 ,3.21875000 ,0.30137541 ,male
0.08583161 ,0.09139512 ,0.05855228 ,0.00500447 ,0.14788204 ,0.14287757 ,9.64995024 ,113.75175860 ,0.84268209 ,0.43453765 ,0.00100089 ,0.08583161 ,0.09747191 ,0.01634321 ,0.23188406 ,0.13230847 ,0.00781250 ,1.49218750 ,1.48437500 ,0.11157895 ,male
0.03936334 ,0.06044734 ,0.01358752 ,0.00558059 ,0.04294627 ,0.03736569 ,4.59305506 ,27.93409109 ,0.81745024 ,0.28228153 ,0.00072790 ,0.03936334 ,0.10101149 ,0.01604814 ,0.24615385 ,0.25610352 ,0.00781250 ,3.24218750 ,3.23437500 ,0.13962911 ,male
0.14639337 ,0.06903162 ,0.15343771 ,0.08825051 ,0.19784888 ,0.10959837 ,2.06822581 ,8.58352835 ,0.95279381 ,0.67080160 ,0.08596324 ,0.14639337 ,0.09444402 ,0.02662230 ,0.25000000 ,0.52192540 ,0.01562500 ,3.51562500 ,3.50000000 ,0.22760417 ,male
